DATA,DESCRICAO,DOCUMENTO,CREDITO,DEBITO,SALDO,BANCO,CONTA,SUBCONTA,FILE_PATH
2023-05-18,PIX RECEBIDO TRJ GASTRONOMIA LTDA,,380.0,0.0,13759.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-18,PIX RECEBIDO MARISTELA D GUANABENS,,20.0,0.0,13779.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-18,PIX RECEBIDO JOZENILTON CARDOSO DA COSTA,,220.0,0.0,13999.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-18,PIX RECEBIDO FAAL IND DE ESTOFADOS,,255.0,0.0,14254.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-18,PIX RECEBIDO LUIZ ALBERTO CAPELARI,,260.0,0.0,14514.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-18,PIX RECEBIDO ANTONIO PEPE,,180.0,0.0,14694.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-18,PIX RECEBIDO ADRIANA DA LUZ,,100.0,0.0,14794.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-18,PIX RECEBIDO VICTOR MACIEL SIMOES,,260.0,0.0,15054.61,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-19,PIX ENVIADO BRENNO - ADIANTAMENTO SALÁRIO,,0.0,696.04,14358.57,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-05-19,PAGAMENTO FATURA CARTÃO INTER,,0.0,3081.14,11277.43,INTER,Outras Despesas ,Pgto fatura Cartão Credito,../data/raw/BANCO INTER-2023.xlsx
2023-05-22,PIX RECEBIDO DEBORA WAGNER PINTO,,460.0,0.0,11737.43,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-22,CASHBACK CARTÃO DE CRÉDITO,,7.7,0.0,11745.13,INTER,Transferência (Crédito),Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-23,PIX RECEBIDO JULIANA CARNEIRO DE ANDRADE,,300.0,0.0,12045.13,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-23,PIX RECEBIDO CARINE CRISTIANE MACHADO URBIM PASA,,525.0,0.0,12570.13,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-23,PIX RECEBIDO JOANA ANGELICA M RIBEIRO,,340.0,0.0,12910.13,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-23,PIX RECEBIDO RAFHAELL STEFANNO NUNES,,80.0,0.0,12990.13,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-24,PIX RECEBIDO HIRALDO WONSBECK,,123.5,0.0,13113.63,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-24,PIX RECEBIDO LARISSA BACH,,40.0,0.0,13153.63,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-25,PIX RECEBIDO DANIELLE RODRIGUES DE CASTRO,,130.0,0.0,13283.63,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-25,PIX RECEBIDO SUELI MAZZER RENBERG,,610.0,0.0,13893.63,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-25,PIX RECEBIDO SCHIRLEY A HENZEL MOCHI,,1325.0,0.0,15218.63,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-26,COMPRA CARTÃO - IPM GRARATUBA,,0.0,8.9,15209.73,INTER,Despesa com serviços,Transporte,../data/raw/BANCO INTER-2023.xlsx
2023-05-29,COMPRA CARTÃO - IPM GRARATUBA,,0.0,8.9,15200.83,INTER,Despesa com serviços,Transporte,../data/raw/BANCO INTER-2023.xlsx
2023-05-29,COMPRA CARTÃO - RECARGA CELULAR DA EMPRESA,,0.0,10.0,15190.83,INTER,Despesas administrativas,"Telefonia (Celular, Fixo, Internet)",../data/raw/BANCO INTER-2023.xlsx
2023-05-29,PIX ENVIADO BRENNO - VALE,,0.0,50.0,15140.83,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2023.xlsx
2023-05-30,PIX RECEBIDO VIVIANE PRELLE,,480.0,0.0,15620.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-30,PIX RECEBIDO SIMONE APARECIDA FACINI,,160.0,0.0,15780.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-30,PIX RECEBIDO SIMONE APARECIDA FACINI,,100.0,0.0,15880.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-30,PIX RECEBIDO LUCINEIDE LABOISSIERE,,260.0,0.0,16140.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-30,PIX RECEBIDO CONDOMINIO ED PETROPOLIS - NFS-e 2300,,2850.0,0.0,18990.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-30,PIX ENVIADO BRENNO P/ ALIMENTAÇÃO HORA EXTRAS,,0.0,15.0,18975.83,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-05-31,PIX ENVIADO ROBSON  P/ ALIMENTAÇÃO HORA EXTRAS,,0.0,15.0,18960.83,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-05-31,PIX RECEBIDO LUCIMARA S PATRIAL,,380.0,0.0,19340.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-05-31,PIX ENVIADO GUILHERME - VT ESTAGIÁRIO,,0.0,180.0,19160.83,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2023.xlsx
2023-05-31,PIX ENVIADO MATHEUS - VT ESTAGIÁRIO,,0.0,240.0,18920.83,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2023.xlsx
2023-05-31,PIX RECEBIDO GABRIELA ASSUITI,,340.0,0.0,19260.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-01,PIX ENVIADO VR BENEF. SERV. PROC. AS,,0.0,980.0,18280.83,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-06-01,PIX RECEBIDO JULIANA SILVA MATEUS,,260.0,0.0,18540.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-02,PIX RECEBIDO VIVIANE MAGALHAES DIAS,,260.0,0.0,18800.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-02,PIX RECEBIDO VANESSA PINTO NOGUEIRA,,150.0,0.0,18950.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-02,PIX ENVIADO BRENNO - VALE,,0.0,50.0,18900.83,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2023.xlsx
2023-06-05,PIX RECEBIDO GORETI KURTZ - NF-e 4300,,430.0,0.0,19330.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-05,PIX RECEBIDO VALDETE APARECIDA DA SILVA CAMARGO,,40.0,0.0,19370.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-05,PIX RECEBIDO ALESSANDRO RODRIGUES SANTOS NFC-e 1892,,55.0,0.0,19425.83,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-05,PIX ENVIADO GOVERNO DO PARANA SECRETARIA DE ESTAD - GRPR,,0.0,739.37,18686.46,INTER,Despesas tributárias ,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-05,PIX RECEBIDO MAYRA MUNNO RODRIGUES,,80.0,0.0,18766.46,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-05,PAGTO DE VT PARA CINTHYA,,0.0,242.94,18523.52,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2023.xlsx
2023-06-05,PIX ENVIADO SANEPAR - PAGTO CONTA DE ÁGUA,,0.0,231.32,18292.2,INTER,Despesas administrativas,Água,../data/raw/BANCO INTER-2023.xlsx
2023-06-05,COMPRA CARTÃO - FERRY BOAT GUARATUBA,,0.0,4.5,18287.7,INTER,Despesas administrativas,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-05,COMPRA CARTÃO - FERRY BOAT GUARATUBA,,0.0,4.5,18283.2,INTER,Despesas administrativas,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX RECEBIDO ABIGAIL LEITE COSTA,,195.0,0.0,18478.2,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,COMPRA CARTÃO - VILA IZABEL MATERIAIS DE CONSTRUÇÃO,,0.0,29.75,18448.45,INTER,Despesas administrativas,Manutenção predial,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO TATYANA - PAGTO DE SALÁRIO,,0.0,1728.85,16719.6,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO GABRIEL - PAGTO DE SALÁRIO,,0.0,1561.93,15157.67,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO BRENNO - PAGTO DE SALÁRIO,,0.0,906.76,14250.91,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO THIAGO - PAGTO DE SALÁRIO,,0.0,1603.3,12647.61,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,COMPRA CARTÃO MILIUM CURITIBA,,0.0,19.2,12628.41,INTER,Outras Despesas ,Outras Despesas ,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO ELISABETE - PAGTO PRO-LABORE,,0.0,1335.0,11293.41,INTER,Despesa com pessoal,Pró labore,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO CLAUDIO - PAGTO PRO-LABORE,,0.0,1335.0,9958.41,INTER,Despesa com pessoal,Pró labore,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX RECEBIDO BRUNO DE MENEZES PACOBAHYBA,,260.0,0.0,10218.41,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX RECEBIDO INNOVE T P LTDA - ME - NFS-e 2313,,600.0,0.0,10818.41,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO BRENNO P/ ALIMENTAÇÃO HORA EXTRAS,,0.0,15.0,10803.41,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-06-06,PIX ENVIADO ROBSON P/ ALIMENTAÇÃO HORA EXTRAS,,0.0,15.0,10788.41,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-06-07,PIX RECEBIDO RODRIGO F. DE FREITAS LOPES,,560.0,0.0,11348.41,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-07,PAGTO DE BOLETO FRESNOMAQ-WAP,,0.0,160.9,11187.51,INTER,Despesa com produtos,Materiais de Consumo,../data/raw/BANCO INTER-2023.xlsx
2023-06-07,PIX ENVIADO DETRAN - LICENCIAMENTO ANUAL-2023,,0.0,90.94,11096.57,INTER,Despesas tributárias ,IPVA,../data/raw/BANCO INTER-2023.xlsx
2023-06-07,PIX ENVIADO DEPARTAMENTO DE TRANSITO DETRAN - MULTA,,0.0,104.13,10992.44,INTER,Despesas administrativas,Multas veiculos,../data/raw/BANCO INTER-2023.xlsx
2023-06-09,PIX RECEBIDO ADRIANO VERDERIO,,1624.5,0.0,12616.94,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-09,PIX ENVIADO ROBSON - BONUS POR BOM SERVIÇO INSTALAÇÃO,,0.0,100.0,12516.94,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-06-12,PIX RECEBIDO FERNANDA DA MATTA HASSELMANN,,1000.0,0.0,13516.94,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-12,PIX ENVIADO WHITE MARTINS-PAGTO DIFERENÇA DE TED-NF 92101357,,0.0,8.86,13508.08,INTER,Despesa com produtos,Materiais de Consumo,../data/raw/BANCO INTER-2023.xlsx
2023-06-13,PIX RECEBIDO JAIR ANGELO,,260.0,0.0,13768.08,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PIX RECEBIDO CARMEN APARECIDA DE CARVALHO,,420.0,0.0,14188.08,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PIX RECEBIDO CRISTIANE APARECIDA SOARES DA FONSECA,,130.0,0.0,14318.08,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PIX RECEBIDO IRAN MATEUS REIS SILVA,,2300.0,0.0,16618.08,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PIX RECEBIDO MAYARA BIANCA DA COSTA SILVA 07771482,,580.0,0.0,17198.08,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PAGAMENTO CARTÃO AMERICAN,,0.0,1839.58,15358.5,INTER,Outras Despesas ,Pgto fatura Cartão Credito,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PAGAMENTO COPEL - ENERGIA LJ 3,,0.0,115.43,15243.07,INTER,Despesas administrativas,Energia,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PAGAMENTO COPEL - ENERGIA LJ 4,,0.0,46.94,15196.13,INTER,Despesas administrativas,Energia,../data/raw/BANCO INTER-2023.xlsx
2023-06-14,PAGAMENTO COPEL - ENERGIA LJ 6,,0.0,309.73,14886.4,INTER,Despesas administrativas,Energia,../data/raw/BANCO INTER-2023.xlsx
2023-06-15,PIX RECEBIDO JCS NEGOCIOS IMOBILIARIOS LTDA,,260.0,0.0,15146.4,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-15,PIX RECEBIDO GISLAINE VERNIZE ALVES FERREIRA,,155.0,0.0,15301.4,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-15,PIX ENVIADO BRENNO - PAGTO RESCISÃO DO CONTRATO,,0.0,1364.86,13936.54,INTER,Despesa com pessoal,Aviso prévio / Multa rescisória,../data/raw/BANCO INTER-2023.xlsx
2023-06-15,PIX ENVIADO ROBSON P/ ALIMENTAÇÃO HORA EXTRAS,,0.0,30.0,13906.54,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-06-16,PIX RECEBIDO TAISSA KAILAINE SOARES,,65.0,0.0,13971.54,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-16,PIX RECEBIDO TANIA FREIRE C ARAUJO,,410.0,0.0,14381.54,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-16,PIX RECEBIDO EVELISE JESUS C SERMANN,,350.0,0.0,14731.54,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-19,PIX RECEBIDO BRUNO RAFAEL DA FONSECA,,220.0,0.0,14951.54,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-19,COMPRA CARTÃO - GIRELLI COMERCIO,,0.0,48.85,14902.69,INTER,Outras Despesas ,Outras Despesas ,../data/raw/BANCO INTER-2023.xlsx
2023-06-19,PIX RECEBIDO PATRICIA S R RODRIGUES,,140.0,0.0,15042.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-19,PIX RECEBIDO MARILDE LURDES FRANCA,,430.0,0.0,15472.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-20,PIX RECEBIDO PERLA NASCIMENTO DA SILVA,,440.0,0.0,15912.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-20,PIX RECEBIDO SANDRA RECH STUPP,,390.0,0.0,16302.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-20,PIX RECEBIDO MARIANA LEAO MOREIRA,,490.0,0.0,16792.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-20,PIX RECEBIDO MARIA LUIZA DIAS SILVEIRA,,120.0,0.0,16912.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-20,PIX ENVIADO - PAGTO FATURA CARTÃO INTER,,0.0,3519.0,13393.69,INTER,Outras Despesas ,Pgto fatura Cartão Credito,../data/raw/BANCO INTER-2023.xlsx
2023-06-20,PIX RECEBIDO FERNANDO BARIDOTTI DOS SANTOS,,240.0,0.0,13633.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-21,PIX RECEBIDO MAURELIANO FIUZA BARBOSA,,390.0,0.0,14023.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-21,PIX RECEBIDO MARIA G S RIBEIRO,,330.0,0.0,14353.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-21,PIX RECEBIDO ANDRE SHENG LAU CHIN,,120.0,0.0,14473.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-22,PIX RECEBIDO MARTA REGINA BASSO RIZZI,,140.0,0.0,14613.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-22,PIX RECEBIDO DANIEL PEIXOTO DURSKI,,240.0,0.0,14853.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-23,PIX RECEBIDO CAIO LEONARDO CARVALHO OLIVEIRA,,240.0,0.0,15093.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-23,PIX RECEBIDO SIRLENE MAZETO,,35.0,0.0,15128.69,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-23,PIX ENVIADO ROBSON P/ ALIMENTAÇÃO HORA EXTRAS E BÔNUS,,0.0,100.0,15028.69,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-06-26,PIX ENVIADO CICERO GOMES CONSTRUTORA,,0.0,300.0,14728.69,INTER,Despesas administrativas,Manutenção predial,../data/raw/BANCO INTER-2023.xlsx
2023-06-26,TED RECEBIDA ABREE - ASSOCIACAO BRASILEIRA NF-e 4270,,664.24,0.0,15392.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-26,PIX RECEBIDO ROBERTA LORUSSO ZANCHET,,405.0,0.0,15797.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-26,PIX ENVIADO VR BENEF. SERV. PROC. SA,,0.0,150.0,15647.93,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-06-26,PIX ENVIADO CLAUDIO - PAGTO SERVIÇO PRESTADO AVULSO,,0.0,500.0,15147.93,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-06-26,PIX RECEBIDO BRAULIO SANTOS,,1620.0,0.0,16767.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-27,PIX RECEBIDO MIRIAM SAGRAMOR GIRARDI,,440.0,0.0,17207.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-27,PIX RECEBIDO CLEBSON DA ROSA LIMA,,260.0,0.0,17467.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-28,PIX RECEBIDO CAROLINA DE LIMA PINTO,,570.0,0.0,18037.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-28,PIX RECEBIDO KEYLA MARQUES DE SOUZA,,380.0,0.0,18417.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-28,PIX RECEBIDO JULIANA ABR SOARES ALMEIDA,,40.0,0.0,18457.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-28,PIX RECEBIDO ERIK RADKE,,390.0,0.0,18847.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-30,PIX RECEBIDO L SCHLANGER COMERCIO DE ARTIGOS EM GE,,220.0,0.0,19067.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-30,PIX ENVIADO GUILHERME - VT ESTAGIÁRIO,,0.0,216.0,18851.93,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2023.xlsx
2023-06-30,PIX ENVIADO MATHEUS - VT ESTAGIÁRIO,,0.0,252.0,18599.93,INTER,Despesa com pessoal,Transporte (VT),../data/raw/BANCO INTER-2023.xlsx
2023-06-30,PIX RECEBIDO WELLINGTON ZAMARA DE MONTE,,430.0,0.0,19029.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-06-30,PIX RECEBIDO REGIANE C G MASCAMUDO,,220.0,0.0,19249.93,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-03,COMPRA CARTÃO FS CURITIBA,,0.0,63.9,19186.03,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-07-03,PIX RECEBIDO MARIANA GELINSKI DA SILVA,,2300.0,0.0,21486.03,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-03,PIX RECEBIDO RICARDO GARCIA,,420.0,0.0,21906.03,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-03,PIX RECEBIDO RAQUEL DE CAMPOS,,440.0,0.0,22346.03,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-03,PIX ENVIADO GOVERNO DO PARANA SECRETARIA DE ESTAD - GRPR,,0.0,1089.17,21256.86,INTER,Despesas tributárias ,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-03,PAGTO SANEPAR - CONTA DE ÁGUA,,0.0,175.7,21081.16,INTER,Despesas administrativas,Água,../data/raw/BANCO INTER-2023.xlsx
2023-07-04,PIX RECEBIDO RATAZIMA,,220.0,0.0,21301.16,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-05,PIX RECEBIDO MARCIO W L CAUPER,,540.0,0.0,21841.16,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-05,PIX RECEBIDO MONKEY FOREST COM DE MAT ELET E HID R,,1000.0,0.0,22841.16,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-06,PIX ENVIADO TATYANA CHAVIER - PAGTO DE SALÁRIO,,0.0,1727.5,21113.66,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-07-06,PIX ENVIADO GABRIEL PROENCA DOS SANTOS - PAGTO DE SALÁRIO,,0.0,1487.98,19625.68,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-07-06,PIX ENVIADO ELISABETE SEOLIN GALINDO - PAGTO PRO-LABORE,,0.0,1335.0,18290.68,INTER,Despesa com pessoal,Pró labore,../data/raw/BANCO INTER-2023.xlsx
2023-07-06,PIX ENVIADO CLAUDIO VINICIUS GALINDO - PAGTO PRO-LABORE,,0.0,1335.0,16955.68,INTER,Despesa com pessoal,Pró labore,../data/raw/BANCO INTER-2023.xlsx
2023-07-06,PIX RECEBIDO PATRICIA CORDEIRO,,220.0,0.0,17175.68,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-06,COMPRA CARTÃO MERCADO ZAMPROGNA,,0.0,45.93,17129.75,INTER,Despesa com pessoal,Alimentação (VR VA),../data/raw/BANCO INTER-2023.xlsx
2023-07-06,TRANSFERÊNCIA A CREDITO SHAULYN NASCIMENTO,,400.0,0.0,17529.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-07,PIX RECEBIDO ALYNE GIAQUINTO CORREIA KAWAMURA,,160.0,0.0,17689.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-07,PIX RECEBIDO MARIA DO ROCIO NUNES DE SOUZA,,340.0,0.0,18029.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-07,PIX RECEBIDO MARIA DE LOURDES VITORIANO,,345.0,0.0,18374.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-07,PIX RECEBIDO LUCAS STOLF,,260.0,0.0,18634.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-10,PIX RECEBIDO JOSE PAIM BRITES NETO,,400.0,0.0,19034.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-10,PIX RECEBIDO JOSE BELARMINO ROSA,,170.0,0.0,19204.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-11,PIX RECEBIDO ALINE MENDES,,40.0,0.0,19244.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-11,PIX RECEBIDO RENATO CAPOBIANGO,,460.0,0.0,19704.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-12,PIX RECEBIDO MONICA SILVA A FERREIRA,,390.0,0.0,20094.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-12,PIX RECEBIDO GUILHERME HEPP PERSONAL,,70.0,0.0,20164.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-13,PIX RECEBIDO DOUGLAS EDUARDO GUERREIRO DE OLIVEIRA,,90.0,0.0,20254.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-13,PIX RECEBIDO JORGE LUIS SILVA DO CANTO,,65.0,0.0,20319.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-13,PIX RECEBIDO CARLOS ZARDIN GRAEFF,,400.0,0.0,20719.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-14,PIX RECEBIDO IRMAOS A OBRA SERVICOS ESPECIALIZ,,35.0,0.0,20754.75,INTER,Receita com serviços,Outras,../data/raw/BANCO INTER-2023.xlsx
2023-07-14,PIX ENVIADO TATYANA CHAVIER - PAGTO DE FÉRIAS,,0.0,1469.8,19284.95,INTER,Despesa com pessoal,Salário,../data/raw/BANCO INTER-2023.xlsx
2023-07-14,PAGAM. COPEL - ENERGIA LJ 4,,0.0,52.54,19232.41,INTER,Despesas administrativas,Energia,../data/raw/BANCO INTER-2023.xlsx
